National Code,Title,TGA Status,State Code,Nominal Hours
CUAGRD604,Develop and execute advertising concepts,Current,AWI89,50
CUAGRD605,Develop graphic designs for the built environment,Current,AWI88,50
CUAGRD606,Develop graphic designs for packaging,Current,AWI87,50
CUAGRD607,Develop graphic designs for branding and identity,Current,AWI84,50
CUAHAZ401,Perform hazardous action sequences using vehicles,Current,AWI83,80
CUAHAZ402,Perform hazardous action sequences involving fights and falls,Current,AWI82,80
CUAHAZ403,Perform hazardous action sequences involving natural elements,Current,AWI81,80
CUAHAZ404,Perform hazardous action sequences involving animals,Current,AWI80,80
CUAHAZ501,Coordinate hazardous action sequences,Current,AWI79,50
CUAILL401,Develop and refine illustrative work,Current,AWI78,50
CUAILL501,Develop professional illustrations,Current,AWI77,60
CUAILL502,Refine illustration techniques,Current,AWI76,60
CUAIND201,Develop and apply creative arts industry knowledge,Current,AWI75,20
CUAIND202,Develop and apply knowledge of information and cultural services organisations,Current,AWF42,60
CUAIND301,Work effectively in the creative arts industry,Current,WI122,50
CUAIND302,Develop and maintain relationships with Indigenous Australian performance mentors,Current,WI123,35
CUAIND303,Work effectively in the music industry,Current,AWI74,25
CUAIND304,Plan a career in the creative arts industry,Current,AWI73,34
CUAIND401,Extend expertise in specialist creative fields,Current,WI124,45
CUAIND402,Provide freelance services,Current,AWI72,30
CUAIND403,Communicate effectively with arts professionals,Current,AWI71,40
CUAIND501,Apply music industry knowledge,Current,AWI69,80
CUAIND502,Maintain and apply creative arts industry knowledge,Current,AWI70,50
CUAIND601,Work professionally in the creative arts industry,Current,WI125,70
CUAINN501,Adopt an innovative approach to creating production elements,Current,WI126,150
CUAINS601,Realise an installation work,Current,AWI68,30
CUAJWL201,Develop jewellery-making skills,Current,AWI67,40
CUAJWL301,Produce jewellery,Current,AWI66,70
CUAJWL401,Experiment with techniques to produce jewellery,Current,AWI65,70
CUALED501,Provide instrumental or vocal tuition,Current,AWI64,34
CUALED502,Provide tuition for composition,Current,AWI63,34
CUALGT201,Develop basic lighting skills and knowledge,Current,WI127,25
CUALGT301,Operate basic lighting,Current,WI128,25
CUALGT302,Repair and maintain lighting equipment,Current,WI129,20
CUALGT303,Install and test lighting equipment,Current,AWI62,30
CUALGT304,Install and operate follow spots,Current,AWI59,20
CUALGT305,Operate floor electrics,Current,AWI61,20
CUALGT401,Operate complex lighting,Current,WI130,100
CUALGT402,Implement lighting designs,Current,AWI60,60
CUALGT403,Set up and operate lighting cues and effects,Current,AWI58,30
CUALGT501,Realise lighting designs,Current,WI131,100
CUALGT502,Manage installation of lighting systems,Current,WI132,100
CUALGT503,Manage lighting operations for outdoor events,Current,WI133,100
CUALGT504,Develop lighting designs,Current,AWI57,60
CUALLN201,Use basic measuring and calculating skills,Current,AWI56,15
CUAMCP201,Incorporate technology into music making,Current,AWI54,45
CUAMCP301,Compose simple songs or musical pieces,Current,AWI55,30
CUAMCP302,Write song lyrics,Current,AWI53,30
CUAMCP303,Develop simple musical pieces using electronic media,Current,AWI52,35
CUAMCP401,Develop techniques for arranging music,Current,AWI51,34
CUAMCP402,Develop techniques for composing music,Current,AWI47,34
CUAMCP501,Compose music using electronic media,Current,AWI50,60
CUAMCP502,Compose music for screen,Current,AWI49,34
CUAMCP503,Prepare compositions for publishing,Current,AWI48,45
CUAMCP601,Extend techniques for arranging music,Current,AWI46,60
CUAMCP602,Extend techniques for composing music,Current,AWI45,65
CUAMGT401,Manage distribution of music and associated products,Current,AWI44,40
CUAMGT402,Administer music publishing income,Current,AWI43,35
CUAMGT403,Manage licensing and assignment of works,Current,AWI42,34
CUAMGT404,Administer artists' royalty income,Current,AWI40,30
CUAMGT501,Manage artists and their careers,Current,AWI41,34
CUAMGT502,Develop artists and repertoire,Current,AWI39,63
CUAMKG301,Assist with marketing and promotion,Current,WI134,40
CUAMKG501,Manage the promotion of creative acts,Current,AWI38,35
CUAMLT201,Develop and apply musical ideas and listening skills,Current,AWI35,25
CUAMLT202,Apply knowledge of music culture to music making,Current,AWI37,25
CUAMLT301,Develop and apply aural perception skills,Current,AWI36,45
CUAMLT302,Apply knowledge of style and genre to music industry practice,Current,AWI34,40
CUAMLT303,Notate music,Current,AWI33,40
CUAMLT401,Notate music for performance,Current,AWI31,35
CUAMLT402,Articulate ideas about music,Current,AWI32,40
CUAMLT403,Develop skills in analysis of functional harmony,Current,AWI30,55
CUAMLT501,Refine aural perception skills,Current,AWI29,60
CUAMLT502,Apply concepts of music and society to professional practice,Current,AWI28,40
CUAMLT601,Analyse music,Current,AWI27,63
CUAMLT602,Analyse harmony,Current,AWI26,90
CUAMPF101,Develop skills to play or sing music,Current,AWI25,63
CUAMPF102,Develop ensemble skills to perform simple musical parts,Current,AWI24,70
CUAMPF201,Play or sing simple musical pieces,Current,AWI23,63
CUAMPF202,Incorporate music technology into performance,Current,AWI22,34
CUAMPF203,Develop ensemble skills for playing or singing music,Current,AWI21,45
CUAMPF204,Play or sing music from simple written notation,Current,AWI19,30
CUAMPF301,Develop technical skills in performance,Current,AWI20,20
CUAMPF302,Prepare for performances,Current,AWI18,35
CUAMPF303,Contribute to backup accompaniment,Current,AWI16,34
CUAMPF304,Make a music demo,Current,AWI14,40
CUAMPF305,Develop improvisation skills,Current,AWI17,34
CUAMPF401,Rehearse music for group performances,Current,AWI15,80
CUAMPF402,Develop and maintain stagecraft skills,Current,AWI12,63
CUAMPF403,Develop repertoire as part of a backup group,Current,AWI13,60
CUAMPF404,Perform music as part of a group,Current,AWI11,63
CUAMPF405,Develop instrumental techniques,Current,AWI10,34
CUAMPF406,Perform music as a soloist,Current,AWI09,63
CUAMPF407,Develop vocal techniques,Current,AWI08,40
CUAMPF408,Develop performance techniques on a second instrument,Current,AWI07,40
CUAMPF409,Perform music using digital media,Current,AWI06,40
CUAMPF410,Perform music from written notation,Current,AWI05,63
CUAMPF501,Prepare a program for performance,Current,AWI03,63
CUAMPF502,Incorporate interactive technology into performance,Current,AWI02,60
CUAMPF503,Perform accompaniment,Current,AWI04,34
CUAMPF504,Perform improvisation for audiences,Current,AWI01,34
CUAMPF505,Develop technical skills and expand repertoire,Current,AWI00,80
CUAMPF506,Present live audition programs,Current,AWH99,70
CUAMPF507,Provide musical leadership in performance,Current,AWH95,34
CUAMPF601,Present a music performance,Current,AWH98,63
CUAMPF602,Manage stagecraft aspects of performances,Current,AWH97,65
CUAMPF603,Refine performance techniques and expand repertoire,Current,AWH96,65
CUAMPF604,Extend improvisation techniques,Current,AWH94,65
CUAMPF605,Develop advanced vocal techniques,Current,AWH93,65
CUAMPF606,Conduct musical performances,Current,AWH91,51
CUAMPF607,Lead music rehearsals,Current,AWH90,63
CUAMUP301,Prepare personal appearance for performances,Current,WI135,20
CUAMUP401,"Design, apply and remove make-up",Current,AWH89,160
CUAMUP402,Maintain make-up and hair continuity,Current,AWH88,160
CUAMUP403,Style hair for performances or productions,Current,AWH87,60
CUAMUP404,Style wigs and hairpieces for performances or productions,Current,AWH86,120
CUAMUP501,Apply theatrical make-up and hairstyles,Current,WI136,35
CUAMUP502,Design and apply specialised make-up,Current,AWH92,65
CUAMUP503,Design and apply special make-up effects,Current,AWH85,60
CUAMUP504,Create prosthetics for special make-up effects,Current,AWH84,110
CUAPAI201,Develop painting skills,Current,AWH83,40
CUAPAI301,Produce paintings,Current,AWH81,50
CUAPAI401,Experiment with techniques to produce paintings,Current,AWH82,60
CUAPAI501,Refine painting techniques,Current,AWH80,50
CUAPAI502,Investigate painting materials and processes,Current,AWH79,45
CUAPER401,Experiment with techniques to produce performance art,Current,AWH78,40
CUAPHI301,Develop and apply photo imaging industry knowledge,Current,AWH77,15
CUAPHI302,Capture photographic images,Current,AWH76,50
CUAPHI303,Process photo images to work-print and file stage,Current,AWH75,60
CUAPHI304,Process colour materials in a wet darkroom context,Current,AWH74,60
CUAPHI305,Use wet darkroom techniques to produce monochrome photographs,Current,AWH72,40
CUAPHI401,Capture images in response to a brief,Current,AWH73,60
CUAPHI402,Apply photo imaging lighting techniques,Current,AWH71,100
CUAPHI403,"Enhance, manipulate and output photo images",Current,AWH70,80
CUAPHI501,Apply visual communication theory to photo imaging practice,Current,AWH69,50
CUAPHI502,Research and apply photo imaging trends,Current,AWH68,50
CUAPHI503,Explore the descriptive and emotive nature of photo lighting,Current,AWH67,80
CUAPHI504,Employ specialised imaging technologies,Current,AWF41,50
CUAPHI505,Produce commercial photo images,Current,AWH66,80
CUAPHI506,Provide photographic portrait services,Current,AWH65,50
CUAPHI507,Produce media photo images,Current,AWH64,50
CUAPHI508,Provide wedding photo imaging services,Current,AWH63,50
CUAPHI509,Plan and produce visual art photo images,Current,AWH61,50
CUAPHI510,Produce technical photo images,Current,AWH62,80
CUAPHI511,Make illustrative photo images for publication and display,Current,AWH60,50
CUAPHI512,Plan and produce stock photo images,Current,AWH59,50
CUAPHI513,Employ colour management in a digital imaging workplace,Current,AWH58,50
CUAPHI514,Prepare digital images for pre-press processing,Current,AWH57,50
CUAPOS201,Perform basic vision and sound editing,Current,AWF40,50
CUAPOS401,Edit screen content for fast turnaround,Current,AWF39,50
CUAPOS402,Manage media assets,Current,AWF38,50
CUAPOS501,Edit complex screen productions,Current,AWH56,60
CUAPOS502,Perform primary and secondary colour correction,Current,AWH55,55
CUAPPM301,Assist with designing performance spaces,Current,WI137,20
CUAPPM302,Plan and prepare program content,Current,AWH54,60
CUAPPM401,Contribute to the organisation of productions,Current,WI138,50
CUAPPM402,Coordinate production operations,Current,WI139,30
CUAPPM403,Coordinate touring arrangements,Current,WI140,140
CUAPPM404,Produce programs and program segments,Current,AWH53,60
CUAPPM405,Schedule radio playlists,Current,AWH52,25
CUAPPM406,Coordinate film and media production services and resources,Current,AWH51,50
CUAPPM407,Create storyboards,Current,AWH49,60
CUAPPM408,Floor manage studio shoots,Current,AWH50,40
CUAPPM409,Organise production locations,Current,AWH48,30
CUAPPM410,Coordinate continuity,Current,AWH47,30
CUAPPM411,Compile production schedules,Current,AWH46,60
CUAPPM412,Organise and facilitate rehearsals,Current,AWH45,30
CUAPPM501,Manage small-scale live productions,Current,WI141,90
CUAPPM502,Realise productions,Current,WI142,250
CUAPPM503,Incorporate creative and technical needs into management processes,Current,WI143,150
CUAPPM504,Manage bump in and bump out of shows,Current,WI144,150
CUAPPM505,"Develop, implement and monitor program schedules",Current,AWH44,40
CUAPPM506,Write pre-production safety reports,Current,AWH43,10
CUAPPM507,Manage safety aspects of screen productions,Current,AWH42,50
CUAPPM508,Manage locations for film and media productions,Current,AWH41,60
CUAPPM601,Manage pre-production for shows and events,Current,WI145,150
CUAPPM602,Manage construction workshop operations,Current,WI146,30
CUAPPM603,Plan and manage film and media pre-production,Current,AWH40,60
CUAPPM604,Plan and manage film and media post-production,Current,AWH39,50
CUAPPR101,Use ideas and techniques to develop creative work,Current,AWH38,40
CUAPPR201,Make simple creative work,Current,AWH37,40
CUAPPR202,Participate in planning process for proposed artwork sites,Current,AWH36,20
CUAPPR203,Store finished creative work,Current,AWH35,20
CUAPPR301,Produce creative work,Current,AWH34,40
CUAPPR302,Document the creative work progress,Current,AWH33,20
CUAPPR304,Participate in collaborative creative projects,Current,AWH32,45
CUAPPR401,Realise a creative project,Current,AWH31,55
CUAPPR402,Select sites for creative projects and plan work,Current,AWH30,20
CUAPPR403,Store and maintain finished creative work,Current,AWH29,10
CUAPPR404,Develop self as artist,Current,AWH28,20
CUAPPR405,Develop and discuss ideas for own creative work,Current,AWH27,30
CUAPPR406,Plan work space,Current,AWH26,10
CUAPPR407,Select and prepare creative work for exhibition,Current,AWH25,10
CUAPPR501,Realise a body of creative work,Current,AWH24,70
CUAPPR502,Develop own sustainable professional practice,Current,AWH22,30
CUAPPR503,Present a body of own creative work,Current,AWH23,55
CUAPPR504,Establish and maintain environmentally sustainable creative practice,Current,AWH21,25
CUAPPR505,Establish and maintain safe creative practice,Current,AWH20,25
CUAPPR601,Originate a body of independent creative work,Current,AWH19,70
CUAPPR602,Collaborate in professional creative projects,Current,AWH18,45
CUAPPR603,Engage in the business of creative practice,Current,AWH17,65
CUAPPR604,Publicly present a body of own creative work,Current,AWH16,55
CUAPPR605,Evolve ideas for professional creative work,Current,AWH15,45
CUAPPR606,Extend expertise in a specialised art form to professional level,Current,AWH14,70
CUAPRE401,Implement preventive conservation activities,Current,AWF37,40
CUAPRF201,Prepare for performances,Current,WI147,35
CUAPRF301,Create and tell stories,Current,WI148,25
CUAPRF304,Develop audition techniques,Current,WI149,25
CUAPRF305,"Perform in ways that respect customary law, ethics and traditions",Current,WI150,20
CUAPRF306,Develop musical theatre techniques,Current,WI151,30
CUAPRF307,Develop performance techniques,Current,WI152,35
CUAPRF402,Develop conceptual and expressive skills as a performer,Current,WI153,40
CUAPRF403,Use a range of performance techniques,Current,WI154,45
CUAPRF404,Refine movement skills for performance,Current,WI155,50
CUAPRF405,Rehearse technique for performance,Current,WI156,60
CUAPRF406,Use technique in performance,Current,WI157,40
CUAPRF407,Develop expertise in musical theatre techniques,Current,WI158,50
CUAPRF408,Perform solo in a musical theatre context,Current,WI159,45
CUAPRF409,Perform in a musical theatre ensemble,Current,WI160,45
CUAPRF410,Develop on-camera performance skills,Current,WI161,45
CUAPRF501,Refine performance techniques,Current,WI162,95
CUAPRF503,Prepare for performances in a competitive environment,Current,WI163,35
CUAPRF504,Refine musical theatre techniques,Current,WI164,85
CUAPRF601,Extend musical theatre performance techniques to a professional level,Current,WI165,150
CUAPRI201,Develop printmaking skills,Current,AWH13,40
CUAPRI301,Produce prints,Current,AWH12,50
CUAPRI401,Experiment with techniques to produce prints,Current,AWH11,60
CUAPRI501,Refine printmaking techniques,Current,AWH10,65
CUAPRI502,Investigate printmaking materials and processes,Current,AWH09,70
CUAPRP201,Develop basic prop construction skills,Current,WI166,20
CUAPRP202,"Repair, maintain and alter props",Current,AWH08,15
CUAPRP301,Assemble and maintain props,Current,AWH07,20
CUAPRP401,Coordinate props,Current,WI167,70
CUAPRP402,Use casting and moulding techniques to make props,Current,WI168,50
CUAPRP403,Make props using mixed media,Current,WI169,50
CUAPRP404,Make prop furniture,Current,WI170,100
CUAPRP405,Construct mechanical props,Current,WI171,100
CUAPRP501,Design props,Current,WI172,15
CUAPRP502,Develop prop construction plans,Current,WI173,50
CUAPUA501,Create works of art for public spaces,Current,AWH06,60
CUAPUA601,Realise a public art project,Current,AWH05,80
CUAPUR501,Establish and manage recording contracts,Current,AWH04,40
CUAPYR401,Manage health and safety requirements at fireworks displays,Current,WI174,50
CUAPYR402,Operate outdoor fireworks displays,Current,WI175,70
CUAPYR403,Plan outdoor fireworks displays,Current,WI176,50
CUAPYR404,Operate close proximity fireworks displays,Current,WI177,60
CUAPYR405,Plan close proximity fireworks displays,Current,WI178,45
CUARES201,Collect and organise content for broadcast or publication,Current,AWH03,30
CUARES202,Source and use information relevant to own arts practice,Current,AWH01,30
CUARES301,Apply knowledge of history and theory to own arts practice,Current,AWH02,60
CUARES401,Research dance concepts,Current,WI179,50
CUARES402,Conduct research,Current,AWH00,30
CUARES403,Research history and theory to inform own arts practice,Current,AWG99,60
CUARES501,Refine conceptual understanding of dance,Current,WI180,40
CUARES502,Critique cultural works,Current,AWG98,50
CUARES503,Analyse cultural history and theory,Current,AWG97,60
CUARES601,Research and apply concepts of live performance practice,Current,WI181,65
CUARES602,Extend cultural research expertise,Current,AWG96,45
CUASCE201,Develop basic scenic art skills,Current,WI182,20
CUASCE202,Prepare and prime scenic art cloths,Current,AWG95,25
CUASCE203,"Repair, maintain and alter scenic art",Current,AWG94,15
CUASCE301,Paint scenic art elements,Current,WI183,120
CUASCE401,Create special effects for scenic art,Current,WI184,60
CUASCU201,Develop sculptural skills,Current,AWG93,40
CUASCU301,Produce sculpture,Current,AWG92,50
CUASCU401,Experiment with techniques to produce sculpture,Current,AWG91,60
CUASCU501,Refine sculptural techniques,Current,AWG90,100
CUASCU502,Investigate sculptural materials and processes,Current,AWG89,90
CUASET201,Develop basic skills in set construction,Current,WI185,140
CUASET301,Construct soft scenery,Current,WI186,30
CUASET302,Assemble and maintain sets,Current,AWG88,60
CUASET401,Make sets,Current,WI187,60
CUASET402,Construct mechanical sets,Current,WI188,100
CUASET501,Design sets,Current,WI189,15
CUASET502,Develop set construction plans,Current,WI190,100
CUASFX301,Maintain and repair special effects items,Current,AWG87,50
CUASFX401,Create special effects items,Current,AWG86,50
CUASFX402,Coordinate the logistics of special effects operations,Current,AWG85,20
CUASMT301,Work effectively backstage during performances,Current,WI191,90
CUASMT401,Assist in stage managing performances,Current,WI192,50
CUASMT402,Assist in stage managing creative rehearsals,Current,WI193,50
CUASMT403,Develop and implement production work plans,Current,WI194,60
CUASMT501,Stage manage productions and events,Current,WI195,120
CUASMT502,Call performances,Current,WI196,100
CUASMT503,Develop and maintain production documents,Current,WI197,100
CUASMT504,Manage audition support services,Current,WI198,45
CUASMT505,Manage plotting sessions,Current,WI199,150
CUASMT506,Plot and manage cues from musical scores,Current,WI200,90
CUASMT601,Stage manage creative rehearsals,Current,WI201,70
CUASMT602,Stage manage performances,Current,WI202,90
CUASMT603,Stage manage technical and dress rehearsals,Current,WI203,70
CUASOU201,Develop basic audio skills and knowledge,Current,WI204,40
CUASOU202,Perform basic sound editing,Current,AWF36,60
CUASOU203,Assist with sound recordings,Current,AWG84,35
CUASOU204,Mix sound in a broadcasting environment,Current,AWG83,20
CUASOU301,Undertake live audio operations,Current,WI205,80
CUASOU302,Compile and replay audio material,Current,WI206,50
CUASOU303,Repair and maintain audio equipment,Current,WI207,40
CUASOU304,Prepare audio assets,Current,AWG82,30
CUASOU305,Compile audio material for broadcast,Current,AWG80,50
CUASOU306,Operate sound reinforcement systems,Current,AWG81,40
CUASOU307,Record and mix a basic music demo,Current,AWG79,40
CUASOU308,Install and disassemble audio equipment,Current,AWG78,40
CUASOU309,Restore audio tracks,Current,AWG77,35
CUASOU310,Analyse soundtracks,Current,AWG76,34
CUASOU311,Mix music in a studio environment,Current,AWG75,55
CUASOU401,Mix live audio,Current,WI208,140
CUASOU402,Manage audio input sources,Current,WI209,30
CUASOU403,Manage audio system control networks,Current,WI210,120
CUASOU404,Manage wireless audio operations,Current,WI211,40
CUASOU405,Record sound,Current,AWG74,60
CUASOU406,Develop and implement sound plans,Current,AWG73,34
CUASOU407,Edit sound,Current,AWF35,65
CUASOU408,Edit dialogue,Current,AWG71,40
CUASOU409,Mix recorded music,Current,AWG72,50
CUASOU410,Record sound on location,Current,AWG70,35
CUASOU411,Coordinate sound recording operations on location,Current,AWG69,35
CUASOU501,Manage audio operations for outdoor events,Current,WI212,60
CUASOU502,Manage the operation of stage monitor systems,Current,WI213,70
CUASOU503,Develop sound designs,Current,AWG68,51
CUASOU504,Produce sound recordings,Current,AWG66,92
CUASOU505,Implement sound designs,Current,AWG67,51
CUASOU506,Create a final sound balance,Current,AWG65,80
CUASOU507,Compile music for soundtracks,Current,AWG64,34
CUASOU601,Manage production of sound designs,Current,AWG63,50
CUASOU602,Manage production of sound recordings,Current,AWG62,40
CUASTA201,Develop basic staging skills,Current,WI214,20
CUASTA202,Assist with bump in and bump out of shows,Current,WI215,80
CUASTA301,Assist with production operations for live performances,Current,WI216,30
CUASTA302,Install staging elements,Current,WI217,80
CUASTA303,Operate staging elements,Current,WI218,90
CUASTA304,Maintain physical production elements,Current,WI219,45
CUASTA401,Operate show control systems,Current,WI220,45
CUASTA402,Install and uninstall specialist staging equipment,Current,WI221,70
CUASTA403,Operate flying systems,Current,WI222,90
CUASTA501,Manage specialist staging operations,Current,WI223,45
CUASTA502,Manage show control operations,Current,WI224,45
CUATEX201,Develop skills in textile work,Current,AWG61,50
CUATEX301,Produce textile work,Current,AWG60,50
CUATEX401,Experiment with techniques to produce textile work,Current,AWG58,70
CUATEX501,Refine techniques for textile work,Current,AWG59,80
CUATEX502,Investigate materials and processes for textile work,Current,AWG57,70
CUAVOS301,Use music and singing in performance,Current,WI225,30
CUAVOS302,Develop vocal techniques for use in performance,Current,WI226,30
CUAVOS401,Develop singing techniques for musical theatre,Current,WI227,60
CUAVOS402,Develop specialist singing techniques for musical theatre repertoire,Current,WI228,60
CUAVOS403,Develop vocal techniques for musical theatre,Current,WI229,60
CUAVSS201,Develop basic vision system skills,Current,WI230,20
CUAVSS301,Install and test vision systems,Current,WI231,55
CUAVSS302,Operate vision systems,Current,WI232,75
CUAVSS303,Repair and maintain vision system equipment,Current,WI233,55
CUAVSS401,Operate complex vision systems,Current,WI234,80
CUAVSS501,Design vision systems,Current,WI235,100
CUAVSS502,Implement vision system designs,Current,WI236,90
CUAWHS101,Follow safe dance practices,Current,WI237,60
CUAWHS201,Develop a basic level of physical condition for dance performance,Current,WI238,40
CUAWHS301,Condition the body for dance performance,Current,WI239,60
CUAWHS302,Apply work health and safety practices,Current,AWG56,20
CUAWHS401,Apply movement and behavioural principles to physical conditioning,Current,WI240,60
CUAWHS402,Participate in gym and weight training for performances,Current,WI241,50
CUAWHS403,Incorporate anatomy and nutrition principles into skill development,Current,WI242,60
CUAWHS404,Apply the Alexander technique in performance,Current,WI243,35
CUAWHS501,Maintain a high level of fitness for performance,Current,WI244,80
CUAWHS601,Apply advanced gym and weight training to ballet,Current,WI245,70
CUAWHS602,Develop techniques for maintaining resilience in a competitive environment,Current,WI246,50
CUAWOO201,Develop woodworking skills,Current,AWG55,40
CUAWOO301,Produce wood objects,Current,AWG54,50
CUAWOO401,Experiment with techniques to produce wood objects,Current,AWG53,60
CUAWOO501,Refine woodworking techniques,Current,AWG52,90
CUAWOO502,Investigate woodworking materials and processes,Current,AWG51,80
CUAWOR301,Document equipment installation requirements,Current,WI247,15
CUAWRT301,Write content for a range of media,Current,AWG50,50
CUAWRT302,Write simple stories,Current,AWG49,30
CUAWRT401,Edit texts,Current,AWF34,30
CUAWRT402,Write extended stories,Current,AWF33,40
CUAWRT403,"Write narration and material for current affairs, features and documentaries",Current,AWG48,50
CUAWRT501,Write about dance,Current,WI248,40
CUAWRT502,Develop storylines and treatments,Current,AWG47,50
CUAWRT503,Write about music,Current,AWG46,51
CUAWRT601,Write scripts,Current,AWG45,50
CUAWRT602,Edit scripts,Current,AWG44,50
FNSACC301,Process financial transactions and extract interim reports,Current,AUQ00,60
FNSACC302,Administer subsidiary accounts and ledgers,Current,AUQ09,40
FNSACC303,Perform financial calculations,Current,AUX26,30
FNSACC401,Process business tax requirements,Current,AUX05,50
FNSACC402,Prepare operational budgets,Current,AUQ01,40
FNSACC403,Make decisions in a legal context,Current,AUW96,60
FNSACC404,Prepare financial statements for non-reporting entities,Current,AUP53,70
FNSACC405,Maintain inventory records,Current,AUQ10,30
FNSACC406,Set up and operate a computerised accounting system,Current,AUQ06,70
FNSACC407,Produce job costing information,Current,AUQ07,40
FNSACC501,Provide financial and business performance information,Current,AUQ11,50
FNSACC502,Prepare tax documentation for individuals,Current,AUQ08,70
FNSACC503,Manage budgets and forecasts,Current,AUQ12,50
FNSACC504,Prepare financial reports for corporate entities,Current,AUQ16,65
FNSACC505,Establish and maintain accounting information systems,Current,AUQ17,40
FNSACC506,Implement and maintain internal control procedures,Current,AUQ21,20
FNSACC507,Provide management accounting information,Current,AUQ14,60
FNSACC601,Prepare and administer tax documentation for legal entities,Current,AUQ15,80
FNSACC602,Audit and report on financial systems and records,Current,AUQ22,40
FNSACC603,Implement tax plans and evaluate tax obligations,Current,AUQ13,60
FNSACC604,Monitor corporate governance activities,Current,AUQ24,60
FNSACC605,Implement organisational improvement programs,Current,AUQ29,40
FNSACC606,Conduct internal audit,Current,AUQ30,40
FNSACC607,Evaluate business performance,Current,AUQ19,55
FNSACC608,Evaluate organisationâ€™s financial performance,Current,AUQ20,55
FNSACC609,Evaluate financial risk,Current,AUQ18,35
FNSACC610,Develop and implement financial strategies,Current,AUQ23,55
FNSACC611,Implement an insolvency program,Current,AUQ32,80
FNSACC612,Implement reconstruction plan,Current,AUQ25,80
FNSACC613,Prepare and analyse management accounting information,Current,AUX13,60
FNSACC614,Prepare complex corporate financial reports,Current,AUQ27,60
FNSACM301,Administer financial accounts,Current,AUQ35,20
FNSACM302,"Prepare, match and process receipts",Current,AUQ37,10
FNSACM303,Process payment documentation,Current,AUQ28,10
FNSACM401,Evaluate and authorise payment requests,Current,AUQ26,10
FNSASIC301,Establish client relationship and analyse needs,Current,AUQ38,40
FNSASIC302,"Develop, present and negotiate client solutions",Current,AUQ31,40
FNSASIC303,Provide advice on first home saver account deposit products and non-cash payments,Current,AUQ34,45
FNSASIC304,Provide Tier 2 general advice in general insurance,Current,AUQ40,45
FNSASIC305,Provide Tier 2 personal advice in general insurance,Current,AUQ36,45
FNSASIC305,Provide Tier 2 personal advice in general insurance,Current,AUQ36,45
FNSASICL503,Provide advice in the regulated emissions market,Current,AUQ39,60
FNSASICL503,Provide advice in the regulated emissions market,Current,AUQ39,60
FNSASICM503,Provide Tier 1 personal advice in life insurance,Current,AUQ45,45
FNSASICM503,Provide Tier 1 personal advice in life insurance,Current,AUQ45,45
FNSASICN503,Provide Tier 1 personal advice in general insurance,Current,AUQ33,45
FNSASICN503,Provide Tier 1 personal advice in general insurance,Current,AUQ33,45
FNSASICO503,Provide Tier 1 general advice in general insurance,Current,AUQ42,45
FNSASICO503,Provide Tier 1 general advice in general insurance,Current,AUQ42,45
FNSASICQ503,Provide advice in first home saver market linked accounts,Current,AUQ46,45
FNSASICQ503,Provide advice in first home saver market linked accounts,Current,AUQ46,45
FNSASICR503,Provide advice in margin lending,Current,AUQ41,45
FNSASICR503,Provide advice in margin lending,Current,AUQ41,45
FNSASICS503,Provide advice in foreign exchange,Current,AUQ43,50
FNSASICS503,Provide advice in foreign exchange,Current,AUQ43,50
FNSASICT503,Provide advice in managed investments,Current,AUQ55,50
FNSASICT503,Provide advice in managed investments,Current,AUQ55,50
FNSASICU503,Provide advice in superannuation,Current,AUQ47,50
FNSASICU503,Provide advice in superannuation,Current,AUQ47,50
FNSASICV503,Provide advice in derivatives,Current,AUQ51,50
FNSASICV503,Provide advice in derivatives,Current,AUQ51,50
FNSASICW503,Provide advice in securities,Current,AUQ52,50
FNSASICW503,Provide advice in securities,Current,AUQ52,50
FNSASICX503,Provide advice in life insurance,Current,AUQ44,50
FNSASICX503,Provide advice in life insurance,Current,AUQ44,50
FNSASICY503,Provide advice in insurance broking,Current,AUQ49,45
FNSASICY503,Provide advice in insurance broking,Current,AUQ49,45
FNSASICZ503,Provide advice in financial planning,Current,AUQ48,50
FNSASICZ503,Provide advice in financial planning,Current,AUQ48,50
FNSBKG401,Develop and implement policies and procedures relevant to bookkeeping activities,Current,AUQ50,55
FNSBKG401,Develop and implement policies and procedures relevant to bookkeeping activities,Current,AUQ50,55
FNSBKG402,Establish and maintain a cash accounting system,Current,AUQ54,50
FNSBKG402,Establish and maintain a cash accounting system,Current,AUQ54,50
FNSBKG403,Establish and maintain an accrual accounting system,Current,AUQ53,50
FNSBKG403,Establish and maintain an accrual accounting system,Current,AUQ53,50
FNSBKG404,Carry out business activity and instalment activity statement tasks,Current,AUQ58,40
FNSBKG404,Carry out business activity and instalment activity statement tasks,Current,AUQ58,40
FNSBKG405,Establish and maintain a payroll system,Current,AUQ71,35
FNSBKG405,Establish and maintain a payroll system,Current,AUQ71,35
FNSCRD504,Manage the credit relationship,Current,AUQ72,35
FNSCRD505,Respond to corporate insolvency situations,Current,AUQ73,35
FNSCUS301,Respond to customer enquiries,Current,AUQ77,20
FNSCUS401,Participate in negotiations,Current,AUQ76,20
FNSCUS402,Resolve disputes,Current,AUQ80,30
FNSCUS403,Deliver a professional service to customers,Current,AUQ84,30
FNSCUS501,"Develop and nurture relationships with clients, other professionals and third party referrers",Current,AUQ81,80
FNSCUS502,Monitor client requirements,Current,AUQ82,40
FNSCUS503,Review business performance,Current,AUQ83,50
